day_of_week,hour_of_day,traffic_level,total_connectors,available_connectors,queue_length,wait_time_minutes
6,14,0,4,0,0,5.53
5,6,0,2,1,0,0.0
5,15,0,3,3,0,0.0
6,6,0,4,2,0,0.0
5,21,0,2,0,1,27.32
6,4,0,2,1,0,0.0
1,19,1,3,0,5,75.84
5,20,0,3,0,1,17.9
1,10,0,4,1,0,0.0
5,12,0,4,4,0,0.0
2,2,1,2,0,0,17.44
2,7,2,3,0,1,31.38
2,16,2,4,0,4,60.65
5,11,1,2,0,2,46.25
1,8,2,2,1,0,0.0
2,14,0,2,1,0,0.0
5,16,1,3,0,1,27.85
2,1,0,2,1,0,0.0
5,11,0,3,2,0,0.0
4,8,2,4,1,0,0.0
1,10,0,4,1,0,0.0
4,21,0,4,0,0,5.88
1,1,0,2,0,1,23.95
2,5,0,4,3,0,0.0
0,15,0,2,1,0,0.0
5,17,2,3,1,0,0.0
0,23,0,2,1,0,0.0
0,6,0,3,1,0,0.0
5,16,2,3,0,5,98.1
0,16,1,4,1,0,0.0
0,7,2,3,0,3,62.59
0,9,2,4,0,4,57.18
2,18,2,2,0,1,44.89
0,14,1,4,3,0,0.0
3,20,1,3,0,1,22.88
0,20,0,4,2,0,0.0
5,23,0,4,1,0,0.0
6,1,0,4,2,0,0.0
6,1,0,4,4,0,0.0
4,12,0,2,1,0,0.0
1,7,1,3,0,2,36.44
1,12,0,3,1,0,0.0
0,9,2,3,0,5,99.51
1,11,0,4,2,0,0.0
4,6,0,3,3,0,0.0
3,8,2,4,1,0,0.0
0,13,1,3,1,0,0.0
3,20,0,3,0,2,20.84
2,14,0,4,1,0,0.0
3,16,2,4,0,3,51.39
3,13,0,2,1,0,0.0
1,4,0,4,1,0,0.0
4,13,1,3,0,2,32.92
0,1,0,4,4,0,0.0
3,13,0,2,2,0,0.0
5,18,2,3,0,5,95.81
0,16,1,2,1,0,0.0
1,5,0,3,0,1,15.58
5,9,2,3,1,0,0.0
6,21,1,3,2,0,0.0
2,5,0,2,0,2,38.3
4,8,1,4,1,0,0.0
4,0,0,2,0,0,12.42
1,20,0,3,3,0,0.0
6,21,1,4,3,0,0.0
2,19,2,4,1,0,0.0
6,9,1,2,0,1,41.21
1,3,1,2,0,0,16.48
1,15,0,4,1,0,0.0
3,20,0,4,0,1,12.8
6,14,0,2,1,0,0.0
0,3,0,2,2,0,0.0
5,14,0,3,0,1,15.94
4,7,2,2,1,0,0.0
0,10,0,2,2,0,0.0
6,22,0,3,3,0,0.0
5,18,2,4,0,1,23.89
3,12,1,3,3,0,0.0
1,22,1,2,0,1,33.12
4,10,0,4,2,0,0.0
5,13,0,3,3,0,0.0
4,20,0,3,3,0,0.0
0,5,1,3,1,0,0.0
3,11,0,3,1,0,0.0
4,21,1,3,3,0,0.0
1,9,2,4,1,0,0.0
3,21,1,4,2,0,0.0
6,15,1,2,0,1,29.08
5,23,1,2,1,0,0.0
1,5,0,2,2,0,0.0
3,3,0,3,2,0,0.0
1,6,0,4,0,1,9.8
2,11,0,4,1,0,0.0
6,16,1,2,0,4,98.99
0,19,1,2,0,4,97.84
2,10,0,3,2,0,0.0
1,22,1,4,0,2,24.01
0,14,0,3,0,2,25.04
4,3,0,4,4,0,0.0
0,5,0,4,1,0,0.0
2,5,0,4,3,0,0.0
6,16,2,3,0,2,48.7
5,11,0,3,0,0,7.25
3,13,0,2,1,0,0.0
2,9,1,4,0,3,37.44
2,22,0,3,1,0,0.0
1,16,1,3,0,4,65.39
3,13,1,3,2,0,0.0
0,14,0,2,2,0,0.0
6,16,1,2,0,3,76.04
3,5,0,3,3,0,0.0
6,1,1,4,1,0,0.0
4,1,1,4,4,0,0.0
2,13,1,3,2,0,0.0
5,23,0,3,0,1,17.48
4,19,2,2,1,0,0.0
3,20,1,2,2,0,0.0
6,19,2,4,0,4,56.59
6,6,0,3,0,2,27.06
2,12,1,4,1,0,0.0
4,17,1,3,0,5,78.95
4,9,2,4,0,1,24.51
0,17,2,4,0,3,49.97
5,13,0,4,0,1,15.83
2,20,0,4,0,0,8.28
6,20,0,2,1,0,0.0
4,23,0,2,1,0,0.0
1,23,1,4,4,0,0.0
6,19,2,2,0,3,92.32
5,22,1,4,1,0,0.0
5,12,1,4,1,0,0.0
0,10,1,4,1,0,0.0
6,11,0,3,1,0,0.0
5,13,0,3,0,0,5.77
3,4,0,3,3,0,0.0
0,11,1,4,3,0,0.0
4,17,2,4,0,5,70.75
3,20,0,3,3,0,0.0
5,13,0,2,2,0,0.0
1,15,0,4,1,0,0.0
5,16,1,4,0,4,48.8
3,1,0,4,4,0,0.0
2,3,0,4,0,0,7.29
2,18,1,3,0,1,24.55
2,9,2,3,0,4,80.37
0,4,1,2,1,0,0.0
0,9,1,3,0,4,63.49
0,3,0,4,0,0,5.03
3,15,0,4,4,0,0.0
3,10,0,3,1,0,0.0
6,4,1,4,3,0,0.0
6,14,0,4,1,0,0.0
6,23,0,3,3,0,0.0
3,7,2,3,0,4,77.19
5,8,1,4,0,1,17.65
4,20,0,4,4,0,0.0
5,3,1,4,0,0,5.42
4,17,1,4,0,4,46.8
4,0,1,2,2,0,0.0
1,0,0,3,1,0,0.0
6,22,0,4,0,2,20.86
4,10,1,3,0,1,19.77
6,0,0,3,1,0,0.0
3,0,0,4,3,0,0.0
2,2,0,2,2,0,0.0
1,9,1,2,0,1,44.26
1,9,2,3,0,1,32.99
4,10,0,2,2,0,0.0
0,9,1,3,0,2,39.37
3,10,0,3,0,0,6.62
1,7,2,4,0,4,61.4
4,16,1,3,0,1,24.85
2,14,0,4,0,1,12.74
0,13,0,4,0,1,17.62
4,18,1,4,0,5,58.31
5,4,1,3,3,0,0.0
3,2,1,4,1,0,0.0
6,4,1,3,1,0,0.0
6,7,2,4,1,0,0.0
0,0,1,3,2,0,0.0
5,5,0,2,1,0,0.0
2,19,2,3,1,0,0.0
2,20,1,2,2,0,0.0
2,1,1,2,2,0,0.0
4,2,0,3,3,0,0.0
5,3,1,2,2,0,0.0
2,13,1,2,2,0,0.0
6,10,0,4,2,0,0.0
6,22,0,3,1,0,0.0
5,10,0,3,3,0,0.0
4,10,1,2,0,2,51.05
0,19,1,3,0,2,37.59
3,17,2,4,1,0,0.0
6,12,0,4,0,2,18.68
0,21,1,3,0,1,25.21
6,12,0,4,3,0,0.0
1,22,0,2,1,0,0.0
2,6,0,3,1,0,0.0
5,0,1,3,2,0,0.0
1,2,1,4,2,0,0.0
6,22,0,2,1,0,0.0
2,1,0,3,1,0,0.0
0,6,0,4,0,1,11.25
4,16,1,3,0,5,81.62
5,21,1,4,1,0,0.0
0,18,2,2,0,2,73.42
2,18,2,2,0,2,70.88
6,21,1,2,2,0,0.0
4,19,2,3,1,0,0.0
0,13,1,4,0,1,17.51
3,13,0,3,3,0,0.0
3,11,0,4,1,0,0.0
0,8,2,3,1,0,0.0
2,0,0,3,2,0,0.0
0,18,2,2,0,4,121.95
0,7,1,2,0,3,79.24
0,20,0,4,0,1,9.36
3,0,1,4,2,0,0.0
6,8,1,2,1,0,0.0
1,10,0,2,2,0,0.0
6,7,2,2,1,0,0.0
6,3,0,4,4,0,0.0
0,2,0,2,1,0,0.0
2,22,0,2,0,1,23.55
0,9,2,4,1,0,0.0
0,3,0,4,4,0,0.0
0,9,2,3,0,5,95.5
6,13,1,2,2,0,0.0
4,0,0,3,3,0,0.0
6,13,1,4,0,1,16.1
5,21,0,2,2,0,0.0
2,18,1,2,0,1,40.24
4,22,1,2,0,2,49.11
1,20,0,4,2,0,0.0
3,15,1,4,3,0,0.0
1,7,1,2,0,2,55.83
2,18,2,3,0,3,64.76
4,17,1,2,1,0,0.0
2,19,2,3,0,1,33.22
4,18,2,4,0,1,25.12
1,16,1,4,1,0,0.0
2,6,1,2,0,0,18.41
2,6,0,4,3,0,0.0
4,22,1,3,2,0,0.0
4,9,2,3,0,1,33.67
3,1,0,3,0,2,25.92
1,22,0,2,2,0,0.0
1,7,2,3,0,4,79.86
1,12,0,2,1,0,0.0
0,2,0,3,0,0,5.01
2,14,1,2,2,0,0.0
6,11,0,2,0,0,13.36
2,5,0,2,2,0,0.0
1,10,0,4,1,0,0.0
1,0,0,2,0,0,12.92
6,21,0,2,2,0,0.0
6,3,0,3,2,0,0.0
3,7,2,3,0,5,96.54
6,19,2,3,0,1,29.45
1,4,0,2,2,0,0.0
3,22,0,3,3,0,0.0
5,7,2,2,0,5,141.84
2,4,0,3,0,2,27.11
6,8,2,2,1,0,0.0
1,23,0,2,2,0,0.0
4,2,1,2,1,0,0.0
6,20,0,4,3,0,0.0
4,14,0,2,2,0,0.0
2,16,2,4,1,0,0.0
3,8,2,4,0,2,35.92
1,6,0,3,3,0,0.0
1,9,2,3,0,3,65.36
2,17,1,2,0,3,78.06
3,16,1,3,0,4,65.06
4,19,2,3,1,0,0.0
3,13,0,3,3,0,0.0
2,8,1,3,0,4,66.88
1,8,1,4,0,1,18.47
2,16,2,4,0,3,48.19
1,3,0,2,1,0,0.0
0,17,2,2,0,3,95.08
2,9,2,4,0,2,35.13
5,19,2,2,0,1,47.38
6,9,2,3,1,0,0.0
3,18,1,4,1,0,0.0
5,16,2,2,0,2,72.44
5,23,0,2,0,2,36.54
4,17,2,3,1,0,0.0
2,2,0,3,3,0,0.0
6,22,0,3,3,0,0.0
3,17,2,2,0,5,146.51
6,4,1,3,0,1,19.88
6,21,0,3,1,0,0.0
3,13,0,4,4,0,0.0
2,10,0,4,4,0,0.0
6,1,0,2,1,0,0.0
4,20,1,4,4,0,0.0
6,12,0,3,3,0,0.0
0,17,1,3,1,0,0.0
0,10,0,4,2,0,0.0
0,5,1,2,2,0,0.0
1,1,1,4,3,0,0.0
0,5,0,2,1,0,0.0
2,6,0,2,2,0,0.0
4,2,0,3,2,0,0.0
4,0,0,2,1,0,0.0
3,5,0,2,2,0,0.0
3,15,0,4,3,0,0.0
6,6,0,2,1,0,0.0
3,22,0,4,1,0,0.0
4,18,2,3,0,5,95.63
5,21,0,3,1,0,0.0
0,4,0,3,3,0,0.0
4,7,2,4,1,0,0.0
3,14,0,4,0,1,11.62
5,14,1,3,2,0,0.0
3,19,2,2,0,2,74.89
4,23,0,3,3,0,0.0
5,5,1,4,0,1,16.64
5,1,0,2,1,0,0.0
5,17,2,3,0,2,50.06
3,13,0,4,2,0,0.0
0,3,0,4,3,0,0.0
3,5,0,3,0,1,13.7
0,2,1,4,3,0,0.0
3,10,0,4,1,0,0.0
3,1,0,2,0,2,38.03
1,10,1,4,3,0,0.0
3,14,0,2,2,0,0.0
5,7,2,4,0,4,61.78
6,8,1,2,0,5,117.16
0,5,0,3,3,0,0.0
1,2,0,4,2,0,0.0
1,14,0,3,1,0,0.0
5,1,1,4,1,0,0.0
3,22,1,2,2,0,0.0
5,21,1,4,0,1,18.38
5,9,1,3,0,1,24.97
6,12,0,2,1,0,0.0
1,6,0,2,1,0,0.0
0,0,0,3,0,0,11.15
0,21,1,2,0,0,20.85
3,16,2,2,0,5,143.27
5,6,0,4,4,0,0.0
3,13,0,2,0,0,11.61
2,10,0,2,1,0,0.0
5,10,0,2,0,1,27.91
1,2,0,4,4,0,0.0
2,1,0,2,1,0,0.0
2,19,1,3,0,3,55.16
0,19,2,3,1,0,0.0
5,22,0,2,0,2,36.45
6,22,1,3,3,0,0.0
0,10,1,2,2,0,0.0
3,12,1,4,1,0,0.0
4,18,1,4,0,1,18.66
4,3,0,3,3,0,0.0
6,7,1,4,0,2,28.69
2,15,0,3,1,0,0.0
3,6,0,4,1,0,0.0
5,19,2,3,0,2,45.31
2,10,0,4,4,0,0.0
6,13,0,4,0,0,4.41
6,23,0,3,1,0,0.0
1,17,2,2,0,2,69.99
4,12,0,4,1,0,0.0
3,20,0,2,1,0,0.0
0,6,1,2,0,0,14.71
1,2,1,2,2,0,0.0
6,6,1,2,0,1,32.43
5,14,0,3,1,0,0.0
1,13,1,2,0,1,32.97
2,18,2,3,0,3,67.1
6,15,0,2,1,0,0.0
3,5,0,3,3,0,0.0
4,19,2,4,0,4,58.0
0,12,0,3,2,0,0.0
4,17,2,2,0,3,97.97
3,14,0,3,2,0,0.0
3,17,2,4,0,3,47.57
1,22,0,3,1,0,0.0
1,0,1,2,2,0,0.0
5,11,0,3,3,0,0.0
3,23,0,3,3,0,0.0
2,20,0,4,3,0,0.0
0,3,1,3,1,0,0.0
1,13,1,3,2,0,0.0
4,22,1,3,2,0,0.0
5,1,0,4,3,0,0.0
5,7,2,2,0,3,95.9
5,22,0,4,1,0,0.0
2,19,2,3,0,3,65.35
1,19,2,4,0,1,21.75
0,2,1,4,3,0,0.0
3,22,0,4,4,0,0.0
1,13,0,2,1,0,0.0
5,9,2,4,1,0,0.0
4,9,2,4,0,1,24.76
5,18,1,3,0,2,39.33
5,12,0,4,0,0,7.23
6,15,0,2,0,2,38.08
3,16,2,3,0,4,84.91
1,5,0,3,1,0,0.0
1,15,1,2,0,1,31.22
4,6,0,2,0,2,36.44
1,6,0,3,3,0,0.0
5,19,2,2,0,1,46.75
2,2,0,3,2,0,0.0
0,10,1,2,0,1,31.39
3,21,0,2,0,1,23.73
6,0,1,4,0,0,10.5
1,16,2,2,0,4,122.84
3,10,0,4,2,0,0.0
2,21,0,3,1,0,0.0
2,21,0,3,0,1,15.53
6,10,0,2,1,0,0.0
6,22,1,3,1,0,0.0
0,19,2,2,0,2,70.34
2,14,1,4,3,0,0.0
4,13,0,4,0,2,19.69
6,10,1,2,1,0,0.0
6,1,0,4,3,0,0.0
1,19,2,3,0,3,62.9
3,15,1,4,0,2,25.64
3,9,1,4,0,5,58.91
4,22,0,4,1,0,0.0
3,2,1,3,3,0,0.0
1,14,0,2,2,0,0.0
4,7,1,2,0,1,35.97
0,13,0,4,1,0,0.0
2,12,0,3,2,0,0.0
5,15,0,4,1,0,0.0
4,20,0,4,0,2,21.85
2,7,2,4,0,3,51.59
3,22,1,4,3,0,0.0
5,20,0,4,1,0,0.0
1,8,2,2,0,1,46.77
0,10,1,4,1,0,0.0
5,3,0,4,1,0,0.0
6,10,1,3,0,1,20.89
0,18,1,4,1,0,0.0
3,10,1,3,1,0,0.0
4,21,1,4,1,0,0.0
0,12,1,2,1,0,0.0
2,4,0,3,3,0,0.0
5,14,1,2,1,0,0.0
1,23,1,4,0,2,24.95
2,9,2,4,0,3,48.67
6,22,0,4,1,0,0.0
3,9,2,4,0,3,49.32
1,22,1,2,0,2,52.77
5,1,0,2,2,0,0.0
3,9,1,4,0,5,58.15
3,10,1,3,3,0,0.0
2,12,0,3,2,0,0.0
2,22,1,2,2,0,0.0
3,3,0,2,2,0,0.0
6,1,0,4,3,0,0.0
5,5,0,4,3,0,0.0
5,15,0,3,1,0,0.0
1,23,1,2,2,0,0.0
0,11,1,4,0,2,22.78
6,4,0,3,1,0,0.0
0,3,0,3,1,0,0.0
0,3,1,4,2,0,0.0
4,13,1,2,2,0,0.0
3,7,1,2,0,4,94.74
3,9,2,4,0,4,58.54
6,22,1,4,0,1,16.18
6,20,0,3,3,0,0.0
2,0,0,2,0,0,16.09
3,20,1,4,1,0,0.0
0,18,2,4,1,0,0.0
2,22,0,4,4,0,0.0
1,12,1,3,3,0,0.0
2,18,1,2,0,1,37.96
5,17,2,2,0,4,120.45
4,17,2,4,0,5,71.97
6,18,2,4,0,2,38.38
5,3,1,2,2,0,0.0
1,0,0,4,2,0,0.0
0,1,1,2,0,2,53.8
1,2,0,4,0,0,5.19
0,16,2,3,0,4,79.02
5,0,0,2,0,2,39.59
6,9,2,4,1,0,0.0
1,18,2,3,0,5,97.36
2,19,2,4,0,1,27.69
5,1,0,2,0,0,13.67
2,6,1,2,2,0,0.0
1,18,2,3,0,5,95.28
3,2,0,4,2,0,0.0
3,20,0,2,1,0,0.0
0,8,2,4,0,5,73.18
1,2,1,4,2,0,0.0
5,22,0,4,2,0,0.0
4,21,1,4,4,0,0.0
1,13,0,2,1,0,0.0
3,0,0,4,0,1,14.72
0,17,2,2,1,0,0.0
0,10,0,4,2,0,0.0
2,8,1,2,0,1,40.64
0,12,0,2,0,0,13.51
1,16,2,4,1,0,0.0
0,16,2,3,0,5,98.13
2,19,1,2,0,3,80.34
6,12,0,2,2,0,0.0
5,17,2,4,1,0,0.0
3,18,2,2,0,5,146.76
5,4,0,4,1,0,0.0
3,18,2,4,0,3,49.3
5,7,2,4,1,0,0.0
5,14,0,2,1,0,0.0
6,14,0,4,2,0,0.0
3,16,1,4,0,1,19.17
2,13,0,3,0,0,8.63
5,7,1,2,0,1,41.41
5,9,2,4,0,4,58.37
5,16,1,4,1,0,0.0
3,16,2,4,0,4,60.74
0,19,2,2,0,4,119.21
5,17,2,4,0,5,72.06
5,19,2,2,1,0,0.0
1,21,0,4,1,0,0.0
0,11,1,2,1,0,0.0
0,13,0,3,1,0,0.0
2,3,1,3,1,0,0.0
6,17,2,2,0,4,122.56
2,8,1,2,1,0,0.0
1,9,2,4,0,4,60.38
4,15,0,2,0,2,37.59
3,10,0,3,0,0,5.61
2,23,0,2,1,0,0.0
0,3,0,3,1,0,0.0
0,16,1,4,1,0,0.0
0,15,0,2,2,0,0.0
2,7,2,3,0,3,65.49
2,13,1,2,1,0,0.0
0,14,0,4,1,0,0.0
1,11,0,4,0,1,13.79
6,22,0,2,0,1,29.33
0,4,0,3,2,0,0.0
0,5,0,4,3,0,0.0
5,8,2,2,1,0,0.0
4,15,1,4,1,0,0.0
2,12,1,4,3,0,0.0
1,3,0,2,0,0,11.88
2,16,2,2,0,1,48.44
5,10,1,3,0,1,22.17
3,9,2,3,0,4,83.15
1,19,2,2,0,2,71.81
2,3,1,3,1,0,0.0
5,13,0,2,2,0,0.0
6,3,1,4,4,0,0.0
4,5,1,2,2,0,0.0
5,4,0,2,0,1,25.56
0,8,1,2,1,0,0.0
0,19,1,2,0,4,98.72
3,16,2,3,0,2,48.37
2,13,0,3,3,0,0.0
5,1,0,3,2,0,0.0
2,8,2,3,1,0,0.0
1,10,0,2,0,0,11.61
0,21,0,4,1,0,0.0
2,15,1,3,0,1,22.05
1,8,2,3,0,3,66.15
0,3,0,4,4,0,0.0
6,4,0,3,2,0,0.0
5,18,2,4,0,2,33.95
5,8,2,2,1,0,0.0
0,3,1,2,2,0,0.0
4,3,1,2,2,0,0.0
6,6,1,2,1,0,0.0
0,2,1,4,2,0,0.0
2,23,0,3,1,0,0.0
0,4,0,2,2,0,0.0
5,8,2,4,0,4,60.27
5,22,0,2,0,1,23.6
3,16,1,4,0,5,60.89
2,22,0,2,0,2,34.45
0,22,1,2,1,0,0.0
3,21,1,4,0,0,7.01
3,16,2,3,1,0,0.0
3,19,1,3,0,1,26.75
1,18,2,2,0,5,147.13
3,16,2,4,0,3,47.87
6,7,2,3,0,5,94.89
0,5,0,2,2,0,0.0
1,9,2,2,0,3,99.76
1,8,2,2,0,2,69.1
4,3,1,2,1,0,0.0
5,19,2,3,0,5,91.6
2,23,0,2,2,0,0.0
2,10,1,2,0,1,33.38
1,23,0,3,2,0,0.0
0,17,2,4,0,4,59.0
5,8,2,4,0,4,57.96
1,10,0,3,3,0,0.0
1,14,1,2,2,0,0.0
3,11,0,2,0,1,26.42
1,14,0,2,0,2,37.99
3,23,1,2,1,0,0.0
0,9,1,2,1,0,0.0
5,19,1,2,0,1,37.87
3,7,2,3,1,0,0.0
0,23,0,4,0,2,16.19
0,12,0,3,0,0,10.08
6,20,0,2,0,0,13.8
2,4,1,4,0,0,7.93
6,3,1,4,2,0,0.0
6,22,0,2,0,1,28.69
6,18,1,3,0,3,49.86
3,4,0,2,2,0,0.0
5,8,2,4,0,1,20.95
6,1,1,2,1,0,0.0
0,16,1,3,0,2,37.62
0,7,2,3,0,3,63.91
5,9,2,2,1,0,0.0
5,22,0,2,0,0,12.99
1,3,0,3,0,2,24.52
2,3,0,3,0,2,25.7
1,5,1,3,2,0,0.0
4,5,0,4,1,0,0.0
5,21,1,3,2,0,0.0
2,3,0,3,2,0,0.0
2,22,0,2,0,2,35.0
1,10,0,2,1,0,0.0
5,15,0,2,2,0,0.0
3,23,0,3,0,1,19.55
1,5,0,3,2,0,0.0
3,13,1,3,3,0,0.0
4,20,0,3,1,0,0.0
3,13,0,4,4,0,0.0
4,15,1,4,1,0,0.0
3,2,1,4,3,0,0.0
4,18,2,4,0,1,23.84
1,11,0,2,0,1,27.23
4,15,0,2,0,1,25.69
2,4,0,3,1,0,0.0
6,17,1,3,0,2,39.91
0,23,0,2,2,0,0.0
5,4,1,3,0,2,33.64
3,11,1,2,0,2,49.65
4,2,1,3,1,0,0.0
0,4,0,3,0,0,9.62
0,0,0,4,1,0,0.0
6,5,1,3,1,0,0.0
5,16,2,4,1,0,0.0
3,23,0,3,0,1,19.32
0,4,1,2,0,2,49.14
6,5,0,4,0,1,13.92
6,13,0,4,4,0,0.0
5,8,2,4,0,2,35.82
3,5,0,3,3,0,0.0
1,23,0,2,2,0,0.0
0,7,1,3,0,4,67.88
3,10,1,4,3,0,0.0
6,12,0,2,1,0,0.0
5,13,0,2,0,0,11.15
0,11,0,4,0,0,9.85
2,5,0,4,0,0,6.17
4,0,0,3,1,0,0.0
5,1,0,2,0,2,34.64
4,1,0,4,0,0,6.51
2,2,0,3,2,0,0.0
6,9,2,3,0,3,62.64
6,12,0,4,1,0,0.0
5,21,0,2,1,0,0.0
5,16,2,2,0,1,49.68
4,12,1,3,0,1,20.36
1,4,0,4,0,2,17.86
0,22,0,2,2,0,0.0
5,4,0,4,4,0,0.0
4,23,1,4,4,0,0.0
6,10,0,3,2,0,0.0
2,11,0,4,0,2,14.97
6,21,0,3,1,0,0.0
4,19,1,2,1,0,0.0
0,0,0,2,2,0,0.0
6,2,0,3,3,0,0.0
2,5,0,3,0,1,15.76
4,11,0,3,0,0,3.49
5,14,0,3,2,0,0.0
6,14,0,4,0,2,15.58
3,1,0,3,3,0,0.0
3,19,1,4,1,0,0.0
2,16,2,4,0,1,25.52
5,13,0,4,2,0,0.0
5,1,1,4,0,2,25.95
6,7,2,4,0,2,36.85
6,3,0,3,1,0,0.0
4,12,0,2,1,0,0.0
6,14,0,4,2,0,0.0
3,14,1,4,3,0,0.0
0,2,1,2,0,1,30.57
6,13,0,2,1,0,0.0
0,10,1,3,3,0,0.0
1,22,0,4,0,1,12.4
3,1,0,4,3,0,0.0
1,20,0,2,2,0,0.0
0,19,1,3,0,4,64.99
3,6,0,2,0,2,35.18
3,8,2,3,0,1,35.01
1,2,0,3,0,1,18.42
6,22,0,3,1,0,0.0
5,8,1,2,0,4,97.06
2,9,1,2,0,4,97.55
3,15,1,4,1,0,0.0
5,13,1,3,3,0,0.0
6,0,1,4,1,0,0.0
0,23,1,4,4,0,0.0
1,10,1,4,2,0,0.0
0,4,0,3,3,0,0.0
6,10,1,2,1,0,0.0
2,16,1,4,1,0,0.0
6,4,0,4,4,0,0.0
0,1,1,2,0,1,32.92
5,17,2,2,1,0,0.0
1,11,0,2,2,0,0.0
4,0,0,3,0,1,12.58
2,16,2,2,1,0,0.0
5,14,0,3,2,0,0.0
2,17,2,3,0,1,31.51
1,14,0,3,1,0,0.0
4,19,2,2,1,0,0.0
3,9,2,4,1,0,0.0
5,9,2,4,0,1,22.64
6,3,1,2,0,2,46.75
3,3,1,3,0,2,31.94
3,16,1,4,0,4,52.35
1,7,2,3,1,0,0.0
0,6,0,3,2,0,0.0
6,14,1,3,3,0,0.0
0,11,1,2,1,0,0.0
2,21,0,3,3,0,0.0
5,7,2,2,0,1,49.28
0,4,1,3,2,0,0.0
2,5,0,4,1,0,0.0
4,12,1,2,2,0,0.0
3,1,0,4,1,0,0.0
5,12,0,4,3,0,0.0
2,16,2,2,0,1,46.86
5,4,0,4,4,0,0.0
6,12,0,4,4,0,0.0
1,10,0,2,0,0,13.65
3,0,1,4,1,0,0.0
0,19,2,4,0,5,74.8
3,0,1,4,1,0,0.0
3,20,0,4,1,0,0.0
1,20,0,2,0,2,39.35
6,7,2,4,0,1,24.12
2,2,1,2,0,2,47.46
4,3,0,2,2,0,0.0
0,3,0,2,1,0,0.0
1,2,0,2,1,0,0.0
6,6,0,3,3,0,0.0
6,0,0,3,3,0,0.0
5,2,1,2,1,0,0.0
3,10,0,4,1,0,0.0
1,9,1,2,0,1,40.4
2,11,1,3,0,0,11.62
4,23,0,3,1,0,0.0
4,0,0,4,4,0,0.0
4,4,0,2,0,0,14.29
0,10,0,2,0,2,38.77
5,4,0,3,3,0,0.0
1,2,1,3,2,0,0.0
3,23,0,3,3,0,0.0
1,8,1,2,0,4,99.6
0,18,2,4,0,2,34.93
5,15,0,3,3,0,0.0
4,23,0,3,0,2,27.63
3,13,1,2,1,0,0.0
2,20,0,2,0,0,12.9
4,8,2,4,0,5,76.15
6,20,0,4,3,0,0.0
0,3,0,2,1,0,0.0
6,5,0,3,0,0,6.95
5,11,0,3,2,0,0.0
0,0,1,3,0,2,35.97
2,6,1,3,2,0,0.0
1,17,2,2,0,5,144.4
1,16,1,2,0,5,115.7
6,21,1,2,2,0,0.0
3,21,0,3,2,0,0.0
1,6,0,2,1,0,0.0
0,8,1,3,0,4,64.03
1,19,2,3,1,0,0.0
1,18,2,2,0,5,143.36
0,14,0,3,3,0,0.0
0,17,1,4,0,1,20.35
0,15,0,2,2,0,0.0
2,8,2,3,1,0,0.0
0,17,2,3,0,4,81.05
2,22,0,3,0,1,15.52
4,3,0,2,0,0,12.45
1,3,1,3,3,0,0.0
1,5,0,2,2,0,0.0
6,11,0,4,0,1,16.78
6,1,0,2,1,0,0.0
0,8,2,3,1,0,0.0
2,22,0,2,2,0,0.0
3,3,0,2,0,2,40.96
6,13,0,4,0,2,19.62
4,7,2,4,1,0,0.0
2,10,0,4,1,0,0.0
0,8,2,3,0,3,64.08
4,7,2,4,0,1,24.24
0,15,0,2,0,2,38.73
1,14,0,3,3,0,0.0
0,10,1,2,2,0,0.0
4,10,1,3,3,0,0.0
5,4,0,4,1,0,0.0
1,11,0,3,1,0,0.0
6,12,0,2,1,0,0.0
3,5,0,4,4,0,0.0
5,3,0,2,0,2,35.45
0,7,2,2,0,3,95.49
0,15,1,4,3,0,0.0
2,8,2,2,0,3,92.66
3,6,0,2,2,0,0.0
3,16,1,3,1,0,0.0
2,11,0,2,2,0,0.0
3,23,0,3,2,0,0.0
1,12,1,2,1,0,0.0
4,19,2,3,1,0,0.0
0,21,1,2,0,0,17.05
1,3,0,2,2,0,0.0
2,7,2,2,0,3,97.29
1,19,2,4,1,0,0.0
3,12,0,2,2,0,0.0
6,22,0,3,1,0,0.0
1,6,1,3,2,0,0.0
5,19,2,3,0,1,31.03
1,16,2,4,1,0,0.0
5,9,1,4,0,3,42.15
5,2,0,2,1,0,0.0
3,4,1,2,1,0,0.0
3,10,0,2,1,0,0.0
0,5,0,4,4,0,0.0
2,15,0,4,3,0,0.0
6,7,1,3,0,1,23.55
4,21,0,3,1,0,0.0
6,4,0,2,1,0,0.0
6,23,0,3,3,0,0.0
5,11,0,4,3,0,0.0
2,11,0,3,2,0,0.0
2,22,1,3,3,0,0.0
0,8,2,4,0,2,33.07
3,7,1,4,0,4,49.2
0,7,2,4,1,0,0.0
2,6,0,4,1,0,0.0
3,20,0,2,2,0,0.0
5,17,2,3,0,3,66.09
5,11,0,3,3,0,0.0
2,9,1,2,0,5,120.37
0,13,1,3,2,0,0.0
2,3,0,2,2,0,0.0
1,14,0,4,4,0,0.0
2,19,2,4,0,3,47.08
3,9,2,2,0,4,122.16
0,6,1,3,0,0,10.76
3,9,2,2,0,1,47.65
0,8,2,2,0,5,145.77
5,17,1,2,0,2,59.8
5,6,1,3,0,1,18.51
1,1,0,3,1,0,0.0
6,21,0,4,3,0,0.0
3,3,0,3,2,0,0.0
1,18,2,3,0,5,98.95
1,21,0,2,0,1,27.76
4,6,0,3,0,1,15.42
